ASVid,domain,phylum,class,order,family,genus
t5935,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t5941,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia
t5949,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t5950,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD22,Bacteroidetes BD22_ge
t5953,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t5968,Bacteria,Bacteroidetes,Bacteroidetes_cl,Bacteroidetes_cl_or,Bacteroidetes_cl_or_fa,Bacteroidetes_cl_or_fa_ge
t5972,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_fa,Micavibrionales_fa_ge
t5990,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Litorimonas
t6006,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea
t6020,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_fa,Micavibrionales_fa_ge
t6032,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,Clade IV_ge
t6047,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_fa,Micavibrionales_fa_ge
t6049,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t6062,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
t6065,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6068,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6085,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6086,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6094,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6095,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6106,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6125,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t6136,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group
t614,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t6185,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade
t6187,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade
t6202,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t6203,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas
t6204,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas
t623,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
t6239,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus Endobugula
t6255,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
t6256,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
t628,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
t6281,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
t6285,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
t6300,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
t6305,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,BurkholderiaCaballeroniaParaburkholderia
t632,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
t6328,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,SAR116 clade_ge
t6347,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,SAR116 clade_ge
t6353,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
t6368,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus
t6390,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas
t6397,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
t6413,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas
t6419,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix
t6437,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t6438,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t6442,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t6460,Bacteria,DeinococcusThermus,Deinococci,Deinococcales,Trueperaceae,Truepera
t6468,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
t6547,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t6548,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Microtrichaceae_ge
t6578,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
t6580,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
t6581,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
t66,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t6601,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia
t6615,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,SAR86 clade_fa,SAR86 clade_fa_ge
t6657,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t6678,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,Clade II_ge
t6681,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,Clade II_ge
t670,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
t6723,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia
t676,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36_fa,HOC36_fa_ge
t6760,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t6763,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t6764,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t6765,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t6769,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia
t6783,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pibocella
t6784,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
t6794,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
t6806,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexaceae_ge
t6807,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexaceae_ge
t6808,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexaceae_ge
t681,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36_fa,HOC36_fa_ge
t6822,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
t6823,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia
t684,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,03196G20,03196G20_ge
t6844,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
t6852,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
t6860,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas
t6880,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage
t6891,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
t6902,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
t6903,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_ge
t6920,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
t6927,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
t6949,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
t6951,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
t6956,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
t6957,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadales_fa,Bradymonadales_fa_ge
t6997,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t7007,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea
t7057,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea
t7058,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_ge
t7063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
t7064,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
t7076,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea
t7077,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea
t71,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Cellulophaga
t7107,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t7115,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_or,Gammaproteobacteria_or_fa,Gammaproteobacteria_or_fa_ge
t7131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
t7132,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
t7142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t7162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
t7196,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera
t7197,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
t7213,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t7249,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t7278,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
t7332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t7335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t7351,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
t7352,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
t7371,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus
t7418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia
t7424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia
t7458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_ge
t7463,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas
t7464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7468,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7471,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
t7478,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t7490,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7491,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter
t7495,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7511,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
t7516,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
t7533,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
t7570,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7593,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7634,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7645,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_ge
t7656,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia
t7658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
t7661,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacterium
t7667,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter
t7670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter
t7672,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter
t7844,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,NS9 marine group_ge
t786,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t7866,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,NS9 marine group_ge
t787,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t7904,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae_ge
t7906,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae_ge
t7924,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t7925,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t7939,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
t7962,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t7965,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
t7966,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
t7967,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
t7968,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
t799,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus
t8018,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
t8019,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
t8020,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
t8050,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t8051,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t8053,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t8086,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t8093,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8124,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
t8127,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliiglaciecola
t8128,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
t8181,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t8184,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t8185,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
t8215,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
t824,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8241,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8242,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8243,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8244,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8245,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8246,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8248,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t825,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t826,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
t8262,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t8268,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
t8277,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales_fa_ge,Chitinophagales_fa_ge
t8282,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t8283,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8284,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8287,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t8297,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t8324,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_ge
t8325,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_ge
t8336,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola
t8367,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_ge
t8370,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_ge
t8371,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,BurkholderiaCaballeroniaParaburkholderia
t8372,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,BurkholderiaCaballeroniaParaburkholderia
t8373,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,BurkholderiaCaballeroniaParaburkholderia
t842,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8440,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales_fa_ge,Chitinophagales_fa_ge
t8461,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
t8475,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t8476,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t8486,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales_fa_ge,Chitinophagales_fa_ge
t8487,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagales_fa_ge,Chitinophagales_fa_ge
t8504,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas
t8505,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas
t8538,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8539,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8556,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
t8559,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t8560,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t8563,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t8575,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8610,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t8618,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
t8637,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8642,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_ge
t8657,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8682,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8694,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8698,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8708,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8710,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
t8714,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t8719,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_ge
t8739,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8743,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8755,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8775,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
t8788,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilaceae_ge
t8796,Bacteria,Bacteria_ph,Bacteria_ph_cl,Bacteria_ph_cl_or,Bacteria_ph_cl_or_fa,Bacteria_ph_cl_or_fa_ge
